Authors,Author full names,Author(s) ID,Title,Year,Source title,Link,Abstract,Author Keywords,Index Keywords,clustering_plus_chat_gpt_titles,bertopic_titles,bertopic_abstracts
Fuchita M.; Ridgeway K.J.; Sandridge B.; Kimzey C.; Abraham A.; Melanson E.L.; Fernandez-Bustamante A.,"Fuchita, Mikita (57204759468); Ridgeway, Kyle J. (56891349500); Sandridge, Brionna (57908578300); Kimzey, Clinton (57818907900); Abraham, Alison (57202681443); Melanson, Edward L. (6701535031); Fernandez-Bustamante, Ana (8503884800)",57204759468; 56891349500; 57908578300; 57818907900; 57202681443; 6701535031; 8503884800,Comparison of postoperative mobilization measurements by activPAL versus Johns Hopkins Highest Level of Mobility scale after major abdominal surgery,2023,Surgery (United States),https://www.scopus.com/inward/record.uri?eid=2-s2.0-85167993504&doi=10.1016%2fj.surg.2023.07.014&partnerID=40&md5=898c2db635caec821ab111cd3adba9af,"Background: The Johns Hopkins Highest Level of Mobility scale is a validated tool for assessing patient mobility in the hospital. It has excellent inter-rater and test-retest reliabilities, but it is unknown how accurately Johns Hopkins Highest Level of Mobility documentation reflects the patients’ mobility performance in the immediate postoperative period compared to objective measures such as accelerometers. Methods: In this single-center observational study, consented adults undergoing open abdominal surgery wore a research-grade accelerometer, activPAL, starting immediately postoperatively until hospital discharge or up to 7 days. We collected the Johns Hopkins Highest Level of Mobility scores documented by hospital staff via retrospective chart review and evaluated their accuracy in describing the type, frequency, and volume of postoperative out-of-bed mobilization using the activPAL as the criterion. Results: We analyzed data from 56 participants. The activPAL showed that participants spent 97.7% of their time lying in bed or sitting in a chair. Meanwhile, the Johns Hopkins Highest Level of Mobility documentation of preambulatory activities (scores 1–5) was rare. The activPAL detected 4 times more out-of-bed mobilization than routine Johns Hopkins Highest Level of Mobility documentation. Whereas the frequency of activPAL-measured out-of-bed mobilization increased steadily to a median of 9 sessions by postoperative day 6, the number of Johns Hopkins Highest Level of Mobility documentation remained around twice daily. ActivPAL measurements demonstrated that Johns Hopkins Highest Level of Mobility documentation of ambulatory sessions (scores 6–8) was accurate. Conclusions: We found that routine Johns Hopkins Highest Level of Mobility documentation did not accurately detect preambulatory activities or the overall frequency of out-of-bed mobility sessions, poorly reflecting the highly sedentary behaviors of the acute postoperative inpatients and highlighting the need to improve clinical documentation or use alternative methods to track postoperative mobilization. © 2023 Elsevier Inc.",,Adult; Hospitals; Humans; Inpatients; Reproducibility of Results; Retrospective Studies; abdominal surgery; adult; Article; controlled study; female; human; hyperthermic intraperitoneal chemotherapy; hysterectomy; Johns Hopkins Highest Level of Mobility scale; major clinical study; male; mobilization; nephrectomy; observational study; pancreaticoduodenectomy; patient mobility; physical mobility; prospective study; recumbency; sedentary time; hospital; hospital patient; reproducibility; retrospective study,"""Studies and Analysis on Knee Surgery and Rehabilitation""",Knee Injury Rehabilitation and Treatment Outcomes,Wearable Devices and Techniques in Gait Analysis and Mobility Rehabilitation
Collins K.A.; Huffman K.M.; Wolever R.Q.; Smith P.J.; Siegler I.C.; Ross L.M.; Jakicic J.M.; Costa P.T.; Kraus W.E.,"Collins, Katherine A. (57200175465); Huffman, Kim M. (14619440500); Wolever, Ruth Q. (26658838600); Smith, Patrick J. (7406994141); Siegler, Ilene C. (7005825090); Ross, Leanna M. (57209618016); Jakicic, John M. (35371747900); Costa, Paul T. (26643147700); Kraus, William E. (57203229224)",57200175465; 14619440500; 26658838600; 7406994141; 7005825090; 57209618016; 35371747900; 26643147700; 57203229224,Race and sex differences in dropout from the STRRIDE trials,2023,Frontiers in Sports and Active Living,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85165592060&doi=10.3389%2ffspor.2023.1215704&partnerID=40&md5=b1d4b8fc7c1a3d9c798b4d0a3dec82ef,"Purpose: To determine if race and sex differences exist in determinants and timing of dropout among individuals enrolled in an exercise and/or caloric restriction intervention. Methods: A total of 947 adults with dyslipidemia (STRRIDE I, STRRIDE AT/RT) or prediabetes (STRRIDE-PD) were randomized to either inactive control or to 1 of 10 exercise interventions, ranging from doses of 8–23 kcal/kg/week, intensities of 50%–75% (Formula presented.) peak, and durations of 6–8 months. Two groups included resistance training, and one included a dietary intervention (7% weight loss goal). Dropout was defined as an individual withdrawn from the study, with the reasons for dropout aggregated into determinant categories. Timing of dropout was defined as the last session attended and aggregated into phases (i.e., “ramp” period to allow gradual adaptation to exercise prescription). Utilizing descriptive statistics, percentages were generated according to categories of determinants and timing of dropout to describe the proportion of individuals who fell within each category. Results: Black men and women were more likely to be lost to follow-up (Black men: 31.3% and Black women: 19.6%), or dropout due to work responsibilities (15.6% and 12.5%), “change of mind” (12.5% and 8.9%), transportation issues (6.3% and 3.6%), or reported lack of motivation (6.3% and 3.6%). Women in general noted lack of time more often than men as a reason for dropout (White women: 22.4% and Black women: 22.1%). Regardless of race and sex, most participants dropped out during the ramp period of the exercise intervention; with Black women (50%) and White men (37.1%) having the highest dropout rate during this period. Conclusion: These findings emphasize the importance of targeted retention strategies when aiming to address race and sex differences that exist in determinants and timing of dropout among individuals enrolled in an exercise and/or caloric restriction intervention. 2023 Collins, Huffman, Wolever, Smith, Siegler, Ross, Jakicic, Costa and Kraus.",adherence; health disparity; lifestyle intervention; non-compliance; retention,,"""Physical Activity and Health Outcomes in Aging Populations""",Physical Activity and Health in Older Adults,Physical Activity and Health Risks
Theodorou E.; Tryfonidis M.; Zaras N.; Hadjicharalambous M.,"Theodorou, Eleni (58032122300); Tryfonidis, Marios (21234651500); Zaras, Nikolaos (55683631300); Hadjicharalambous, Marios (14037425800)",58032122300; 21234651500; 55683631300; 14037425800,Musculoskeletal Asymmetries in Young Soccer Players: 8 Weeks of an Applied Individual Corrective Exercise Intervention Program,2023,Applied Sciences (Switzerland),https://www.scopus.com/inward/record.uri?eid=2-s2.0-85161713630&doi=10.3390%2fapp13116445&partnerID=40&md5=615bffe227aea9065bc0cbf5e70c9a19,"Introduction: In youth soccer, for examining injury prevention and exercise performance, most of the interventional studies concerning corrective postural asymmetries have applied general intervention programs, ignoring the specific individual corrective needs of each youth player separately. The aim, therefore, of the present study was to examine the effect of 8 weeks of an individualized corrective exercise intervention program on musculoskeletal asymmetries in young soccer players. Materials and Methods: Eighty young male soccer players (age: 14.4 ± 1.2 years; body height: 166.3 ± 9.6 cm; body mass: 59.1 ± 11.5 kg) participated in the current laboratory-based study. A battery of postural and musculoskeletal asymmetry evaluations were initially performed. After the completion of the initial assessment, each player was provided with an individual musculoskeletal asymmetry corrective exercise intervention program which lasted for 8-weeks, with the aim of restoring muscular asymmetries. Following the application of the intervention program, a re-evaluation of their musculoskeletal asymmetries was performed. Results: There was a significant improvement in the primary angle of trunk rotation (r = −0.56, p < 0.001), hamstring flexibility (right: r = −0.55, p < 0.001; left: r = −0.48, p < 0.001), hip external rotation (right: r = −0.46, p < 0.001; left: r = −0.26, p = 0.020), hip internal rotation (right: r = −0.26, p = 0.021; left: r = −0.35, p = 0.002), the opened-eyes Stork Test (right: r = −0.33, p = 0.003: left: r = −0.33, p = 0.003), the closed-eyes Stork Test (right: r = −0.39, p < 0.001; left: r = −0.43, p < 0.001), the Thomas test [right: (χ2(3) = 52.281, p = 0.001, (Formula presented.) = −0.751; left: (χ2(3) = 45.832, p = 0.001, (Formula presented.) = −0.696)] and of ankle prone passive dorsiflexion (flexed knees) (χ2(2) = 13.019, p = 0.005, V = 0.285). Conclusions: An 8-week individual corrective intervention exercise program may improve postural and musculoskeletal asymmetry status in young male soccer players. © 2023 by the authors.",corrective exercise program; postural asymmetries evaluation; youth soccer,,"Physical Fitness, Sports Performance, and Injury Prevention Studies",Athletic Performance and Injury Prevention in Young Players,Effects of Training Protocols on Injury Prevention and Performance in Soccer and Futsal Players
Bobowik P.; Świerczek J.; Jaskulski K.; Wiszomirska I.; Gajewski J.,"Bobowik, Patrycja (57205436216); Świerczek, Jan (58797587100); Jaskulski, Karol (57834450800); Wiszomirska, Ida (36017975900); Gajewski, Jan (57195116713)",57205436216; 58797587100; 57834450800; 36017975900; 57195116713,EVALUATION OF BALANCE AND MUSCLE STRENGTH OF UPPER AND LOWER LIMBS IN ROCK CLIMBERS,2023,Polish Journal of Sport and Tourism,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85181709176&doi=10.2478%2fpjst-2023-0021&partnerID=40&md5=8da53470cd2e8694e1cfb96c322280b7,"Introduction. The purpose of this study was to evaluate the effects of bouldering on upper and lower limb muscle strength and body balance. Material and Methods. The study group consisted of 22 climbers (aged 27.23 ± 4.81) with at least 2 years of bouldering experience, while the control group consisted of 20 men (aged 23.10 ± 5.28) not practicing rock climbing. The study received approval from the local bioethical commission in Poland. Static and dynamic stabilographic parameters were measured with eyes open (EO) and closed (EC) on the Biodex Balance System SD USA (BBS) platform. Subsequently, the maximum muscle torques of the elbow, hip, knee and ankle joints were measured in isometric conditions. Hand-grip strength (HGS) with and without the thumb was assessed using a handheld dynamometer. Results. Climbers achieved significantly higher values of HGS with the thumb of both hands (p < 0.005), foot extensors strength (FES) in both limbs (p < 0.05) and left hip extensors (HES L) (p < 0.05). They also achieved significantly lower values of all stabilographic parameters, indicating better balance compared to the control group (p < 0.05). An interaction of HES x SIDE across the groups was observed (F(1,40) = 13.588, p < 0.001 η2 = 0.254). Moreover, there was a statistically significant negative correlation of ankle extensors strength with medial-lateral stability index (MLSI EC) (right: r = -0.418; left: r = -0.331) and fall risk index (FRI6-2) (right: r = -0.520; left: r = -0.435). Conclusions. Regular climbing training develops muscle strength, especially FES, HES, HGS, and improves balance. Climbing can be used for prevention of muscle weakness and equilibrium disorders. © 2023 Sciendo. All rights reserved.",body balance; bouldering; climbing; muscle strength,,"""Analysis of Biomechanics, Exercise Techniques, and Physiological Adaptations in Various Physical Activities""",Lower Limb Muscle Strength and Biomechanics Studies,Evaluation and Improvement of Postural Balance and Muscle Strength
Ziaei M.; Esmaeili H.; Zolaktaf V.,"Ziaei, Mostafa (58401834400); Esmaeili, Hamed (56806544100); Zolaktaf, Vahid (55420535600)",58401834400; 56806544100; 55420535600,"A systematic model to identify and reduce work-related musculoskeletal disorders in firefighters, and improve their function",2023,Journal of Bodywork and Movement Therapies,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85163441093&doi=10.1016%2fj.jbmt.2023.06.003&partnerID=40&md5=a49b5202e8d6dc4b363201ba47f87116,"Introduction: Firefighting is a high-risk job with a high prevalence of work-related musculoskeletal disorders (WMSDs). The aim of his study was to determine the prevalence of WMSDs, estimate the likelihood of subsequent disorders, and investigate the effect of NASM-based training protocol on firefighters function. Method: First, prevalence and region of WMSDs in all 524 male Isfahan firefighters were determined by Medical-history-questionnaire. Then, functional movement screen (FMS) separated firefighters to the 2-dimension FMS score (FMSCS≤14 or FMSCS>14) to show at risk firefighters. Finally, 40 Participants with both FMSCS≤14 and common WMSDs randomly assigned to either an intervention (IG) (n = 20) or control (CG) (n = 20) group. The IG received NASM-based training, while the CG engaged in daily activities. Outcomes included movement efficiency during landing error scoring system-real time, Y balance, single-leg squat, and deep squat, which were assessed in pretest and posttest. Results: The prevalence of disorders was 52.1%, which lower limb, back, upper limb, and neck were the highest prevalence respectively. Only lower limb and back disorders could identify individuals at disorder risk with a likelihood of 89% and 71%, sequentially. Also, movement performance significantly improved in all functional tests in IG relative to CG. Conclusions: Considering high disorder rate in firefighters, the value of our study lies in alleging a systematic model periodically to reduce WMSDs and risk of subsequent disorders. Not only our model determined the prevalence of WMSDs, but it also identified those who are at risk. In addition, our model represents exercise therapy as a solution. © 2023 Elsevier Ltd",Functional test; Lower extremity; Musculoskeletal abnormalities; Occupational health; Prevalence study,Firefighters; Humans; Male; Movement; Musculoskeletal Diseases; Occupational Diseases; Prevalence; Risk Factors; Surveys and Questionnaires; adult; arm injury; Article; body equilibrium; body movement; clinical article; controlled study; daily life activity; fire fighter; functional assessment; functional movement screen; human; kinesiotherapy; leg injury; leg movement; male; musculoskeletal disease; neck injury; occupational accident; outcome assessment; prevalence; questionnaire; risk assessment; risk reduction; squatting (position); training; movement (physiology); musculoskeletal disease; occupational disease; risk factor,"""Pain Management and Musculoskeletal Health in Various Populations""",Chronic Pain Management and Treatment Studies,Evaluation and Improvement of Postural Balance and Muscle Strength
Kowal M.; Morgiel E.; Winiarski S.; Dymarek R.; Bajer W.; Madej M.; Sebastian A.; Madziarski M.; Wedel N.; Proc K.; Madziarska K.; Wiland P.; Paprocka-Borowicz M.,"Kowal, Mateusz (56120669100); Morgiel, Ewa (25624973300); Winiarski, Sławomir (25634665800); Dymarek, Robert (56031197200); Bajer, Weronika (57802586800); Madej, Marta (25624802600); Sebastian, Agata (55512150300); Madziarski, Marcin (56493230300); Wedel, Nicole (58337163900); Proc, Krzysztof (57222961365); Madziarska, Katarzyna (16316713000); Wiland, Piotr (6701776397); Paprocka-Borowicz, Małgorzata (6506445472)",56120669100; 25624973300; 25634665800; 56031197200; 57802586800; 25624802600; 55512150300; 56493230300; 58337163900; 57222961365; 16316713000; 6701776397; 6506445472,"Ebbing Strength, Fading Power: Unveiling the Impact of Persistent Fatigue on Muscle Performance in COVID-19 Survivors",2024,Sensors,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85185551715&doi=10.3390%2fs24041250&partnerID=40&md5=d2cb8ea3fe73f69cc670d5326382b992,"The total number of confirmed cases of COVID-19 caused by SARS-CoV-2 virus infection is over 621 million. Post-COVID-19 syndrome, also known as long COVID or long-haul COVID, refers to a persistent condition where individuals experience symptoms and health issues after the acute phase of COVID-19. The aim of this study was to assess the strength and fatigue of skeletal muscles in people recovered from COVID-19. A total of 94 individuals took part in this cross-sectional study, with 45 participants (referred to as the Post-COVID Cohort, PCC) and 49 healthy age-matched volunteers (Healthy Control Cohort, HCC). This research article uses the direct dynamometry method to provide a detailed analysis of post-COVID survivors’ strength and power characteristics. The Biodex System 4 Pro was utilized to evaluate muscle strength characteristics during the fatigue test. The fatigue work in extensors and flexors was significantly higher in the PCC. The PCC also showed significantly less power in both extensors and flexors compared to the HCC. In conclusion, this study provides compelling evidence of the impact of post-COVID-19 fatigue on muscle performance, highlighting the importance of considering these effects in the rehabilitation and care of individuals recovering from the virus. PCC achieved lower muscle strength values than HCC. © 2024 by the authors.",fatigue; isokinetic dynamometry; post-COVID-19; strength loss,"Carcinoma, Hepatocellular; COVID-19; Cross-Sectional Studies; Fatigue; Humans; Liver Neoplasms; Muscle Strength; Muscle, Skeletal; Post-Acute COVID-19 Syndrome; SARS-CoV-2; Survivors; Fatigue testing; Muscle; Viruses; Fading power; Healthy controls; Isokinetic dynamometries; Long haul; Muscle strength; Performance; Post-COVID-19; Strength characteristics; Strength loss; Virus infection; coronavirus disease 2019; cross-sectional study; fatigue; human; liver cell carcinoma; liver tumor; long COVID; muscle strength; physiology; Severe acute respiratory syndrome coronavirus 2; skeletal muscle; survivor; COVID-19","""Impacts of COVID-19 on Physical and Mental Health, Exercise Habits, and Rehabilitation Strategies""","Impact of COVID-19 on Health, Physical Activity and Quality of Life",Post-COVID-19 Syndrome and Rehabilitation Strategies
Marotta N.; Moggio L.; Calafiore D.; Prestifilippo E.; Spanó R.; Tasselli A.; Drago Ferrante V.; Invernizzi M.; de Sire A.; Ammendolia A.,"Marotta, Nicola (57215886581); Moggio, Lucrezia (57216504038); Calafiore, Dario (56709589400); Prestifilippo, Emanuele (58119296700); Spanó, Riccardo (57345240800); Tasselli, Anna (57257117900); Drago Ferrante, Vera (57561753100); Invernizzi, Marco (29467502300); de Sire, Alessandro (56747960300); Ammendolia, Antonio (57216625779)",57215886581; 57216504038; 56709589400; 58119296700; 57345240800; 57257117900; 57561753100; 29467502300; 56747960300; 57216625779,Efficacy of Proprioceptive Training on Plantar Pressure and Jump Performance in Volleyball Players: A Proof-of-Principle Study,2023,Sensors,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85148973977&doi=10.3390%2fs23041906&partnerID=40&md5=74e12735d7b8859f6ce2e380b2248863,"Volleyball players are often subject to micro-traumatisms of the heel fat pad and ankle injuries. Recently, mat-based proprioceptive training has assumed a key role in recovery from these disorders. Therefore, this proof-of-principle study aimed to assess the efficacy of proprioceptive mat training on plantar pressures and athletic performance in volleyball players. The participants included adult semi-professional volleyball players allocated into two groups: an experimental group, with mat-based proprioceptive and balance training, and a control group, with a sham protocol. For the outcome, we evaluated the barefoot plantar pressure, performing an analysis on a baropodometric resistive platform. The countermovement jump and squat jump were measured using an inertial measurement unit. Nineteen subjects were included in the two groups: the active proprioceptive group (n = 10) or the control group (n = 9). The results show a more uniform redistribution of loads with pressure hindfoot relief in the experimental group compared to the control group (p = 0.021, RBC = 0.67). Moreover, we observed a significant increase in peak landing force and high concentric power development in the experimental group compared to the controls. Focused proprioceptive management provided hindfoot load attenuation by stimulating higher peaks of concentric force in the experimental group compared to the sham group. Even though the study included a small sample, the results obtained in this proof-of-principle study suggest a positive role of proprioceptive stimulation in the inter-seasonal scenario for volleyball players to improve their jump performance and reduce the micro-traumatisms of the heel fat pad and the ankle injury rate. However, further studies performed on larger samples are needed to confirm these preliminary results. © 2023 by the authors.",baropodometric analysis; inertial sensor; mat-based; performance; proprioception; rehabilitation; volleyball,Adipose Tissue; Adult; Ankle Injuries; Athletic Performance; Humans; Social Group; Volleyball; Baropodometric analyse; Control groups; Experimental groups; Inertial sensor; Mat-based; Performance; Plantar pressures; Proof of principles; Volleyball; Volleyball players; adipose tissue; adult; ankle injury; athletic performance; human; volleyball; Sports,"Physical Fitness, Sports Performance, and Injury Prevention Studies",Athletic Performance and Injury Prevention in Young Players,Effects of different training methods on athletic performance and injury prevention
Dugis P.A.F.; Tinduh D.; Pawana I.P.A.; Utomo D.N.; Melaniani S.,"Dugis, Priscilla Anastasia Fitriany (58605804100); Tinduh, Damayanti (57193005920); Pawana, I Putu Alit (57210450176); Utomo, Dwikora Novembri (57193162330); Melaniani, Soenarnatalina (57194596787)",58605804100; 57193005920; 57210450176; 57193162330; 57194596787,The effect of blood flow restriction in low-intensity load exercise on isokinetic strength of the quadriceps muscles in knee osteoarthritis,2023,Bali Medical Journal,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85176764145&doi=10.15562%2fbmj.v12i3.4703&partnerID=40&md5=550a730dbebe312afc11930e7ecf702f,"Introduction: Cartilage destruction in knee osteoarthritis (KOA) caused the inflammation process. It makes the patient complain of knee pain, tends to immobilize, and induced neural inhibition (Arthrogenic muscle inhibition) on the quadriceps muscle as a knee stabilator and shock absorbent. These caused quadriceps weakness. The combination of blood flow restriction (BFR) and low-intensity resistance training (LIRT) showed an improvement in isotonic peak torque significantly, but the prescription is varied and limited in Indonesia. Patient and Methods: This was a clinical experimental study with randomized control trial with pre and post-test design. The subjects were 28 KOA patients (50-70 years old). The intervention group (n=14) received a combination of low-load resistance training (30% 1-RM; 75 repetitions) and BFR (50 mmHg). The control group (n=14) received low load resistance training only (30% 1-RM; 75 repetitions). Both groups received training 2 times per week with a Q-bench machine for 6 weeks. Isokinetic peak torque was assessed before and after the training program. Results: There was a significant improvement in isokinetic peak torque before and after the training program in both groups (intervention group p=0.001; control group p=0.000). There was a significant improvement of delta isokinetic peak torque between both groups (p=0.018) and post-test between both groups (p=0.044). The effect size value of the intervention group was 1.22 (very large) and the control group was 0.89 (large). Conclusions: The addition of BFR on LIRT for 6 weeks can improve isokinetic quadriceps strength in patients with knee osteoarthritis. © 2023, Sanglah General Hospital. All rights reserved.",blood flow restriction; isokinetic peak torque; knee extensor strength; knee osteoarthritis; low-intensity resistance exercise,,"""Effects and Applications of Blood Flow Restriction in Exercise Rehabilitation and Performance Enhancement""",Blood Flow Restriction Therapy in Low-Resistance Rehabilitation Exercises,Physical Therapy and Rehabilitation in Osteoarthritis Patients
Sinikumpu J.; Nicolaou N.,"Sinikumpu, Jaakko (8718517500); Nicolaou, Nicolas (57198252479)",8718517500; 57198252479,Current concepts in the treatment of first-time patella dislocation in children and adolescents,2023,Journal of Children's Orthopaedics,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85148749886&doi=10.1177%2f18632521221149060&partnerID=40&md5=0a14a3d8a9cd68cfbc559bf655378c3a,"Background: Lateral dislocation of the patella is a common injury in children. It can occur in previously healthy and anatomically normal knees, but there are several abnormalities that predispose to patellar instability. Magnetic resonance imaging is an essential part of assessing for associated injuries and risk of further instability. Treatment aims to prevent redislocation, residual instability, osteoarthritis, and allow return to previous activities. The purpose of this review was to assess evidence for management of first-time patella dislocation in children and adolescents. Methods: Literature review was performed, accompanied by the current best practice by the authors. Results: Non-operative treatment is preferred, except where there are associated injuries such as osteochondral fractures that would benefit from surgery. The exact method of ideal non-operative management is not clearly defined but should focus on restoration of range of movement and strength with bracing as indicated. There seems to be a trend toward operative intervention that may well be inappropriate. Conclusion: Further prospective studies are required with focus on the younger patient to fully understand if there is an at-risk group that would benefit from early surgery. Level of evidence: level III. © The Author(s) 2023.",children and adolescents; First-time dislocation; patella; sport injury; treatment options,,"""Studies and Analysis on Knee Surgery and Rehabilitation""",Knee Injury Rehabilitation and Treatment Outcomes,Patellar Dislocation: Treatment and Rehabilitation Methods
Papatsimpas V.; Vrouva S.; Papadopoulou M.; Papathanasiou G.; Bakalidou D.,"Papatsimpas, Vasileios (58029497800); Vrouva, Sotiria (57191161210); Papadopoulou, Marianna (7004498442); Papathanasiou, George (6507909118); Bakalidou, Daphne (55816190200)",58029497800; 57191161210; 7004498442; 6507909118; 55816190200,The Effects of Aerobic and Resistance Exercises on the Cognitive and Physical Function of Persons with Mild Dementia: A Randomized Controlled Trial Protocol,2023,Healthcare (Switzerland),https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150180105&doi=10.3390%2fhealthcare11050677&partnerID=40&md5=7a798c3a126399bb38a00f0888a41dd4,"Dementia causes deterioration in cognitive and physical functions. The scope of this study is to investigate the effect of different exercise programs on cognitive functions and functionality of persons suffering from mild Alzheimer’s disease (AD) by generating information on the exercise types and their parameters. A randomized controlled trial (RCT) will be performed involving aerobic and resistance exercise interventions, taking place both at the sample collection center and at home. Participants will be randomly divided into two different intervention groups and a control group. All groups will be assessed twice; once at baseline and once after 12 weeks. The primary outcome shall comprise the effect of exercise programs on cognitive functions using cognitive testing, such as Addenbrooke’s Cognitive Examination—Revisited (ACE-R), Mini Mental State Examination (MMSE), Trail Making Test A-Β (TMT A-B), and Digit Span Test (DST): Digit Span Forward (DSF) and Digit Span Backward (DSB). The effect on functionality will be assessed using the Senior Fitness Test (SFT), Berg Balance Scale (BBS), and Instrumental Activities of Daily Living Scale (IADL) questionnaire. Secondary outcomes include the effect of exercise on depression using the Geriatric Depression Scale-15 (GDS-15), on physical activity using the International Physical Activity Questionnaire (IPAQ), as well as the participants’ compliance with the intervention. This study will investigate the possible effect of intervention of different exercise types and the comparison between them. Exercise forms a low-cost and reduced-risk intervention. © 2023 by the authors.",aerobic exercise; Alzheimer’s disease; cognitive function; dementia; functionality; resistance exercise,,"""Cognitive Decline Prevention and Improvement through Exercise and Therapeutic Interventions""",Exercise Interventions and Cognitive Function in Older Adults,Exercise and Cognitive Function in Aging Adults
Di Paolo S.; Nijmeijer E.; Bragonzoni L.; Dingshoff E.; Gokeler A.; Benjaminse A.,"Di Paolo, Stefano (57209464265); Nijmeijer, Eline (57761508700); Bragonzoni, Laura (7801511871); Dingshoff, Evelien (57761462200); Gokeler, Alli (6603151338); Benjaminse, Anne (13404499900)",57209464265; 57761508700; 7801511871; 57761462200; 6603151338; 13404499900,Comparing lab and field agility kinematics in young talented female football players: Implications for ACL injury prevention,2023,European Journal of Sport Science,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132649697&doi=10.1080%2f17461391.2022.2064771&partnerID=40&md5=fe6ba3d79205f394456f3352945b1801,"Modifiable (biomechanical and neuromuscular) anterior cruciate ligament (ACL) injury risk factors have been identified in laboratory settings. These risk factors were subsequently used in ACL injury prevention measures. Due to the lack of ecological validity, the use of on-field data in the ACL injury risk screening is increasingly advocated. Though, the kinematic differences between laboratory and on-field settings have never been investigated. The aim of the present study was to investigate the lower-limb kinematics of female footballers during agility movements performed both in laboratory and football field environments. Twenty-eight healthy young female talented football (soccer) players (14.9 ± 0.9 years) participated. Lower-limb joint kinematics was collected through wearable inertial sensors (Xsens Link) in three conditions: (1) laboratory setting during unanticipated sidestep cutting at 40-50°; on the football pitch (2) football-specific exercises (F-EX) and (3) football games (F-GAME). A hierarchical two-level random effect model in Statistical Parametric Mapping was used to compare joint kinematics among the conditions. Waveform consistency was investigated through Pearson’s correlation coefficient and standardized z-score vector. In-lab kinematics differed from the on-field ones, while the latter were similar in overall shape and peaks. Lower sagittal plane range of motion, greater ankle eversion, and pelvic rotation were found for on-field kinematics (p < 0.044). The largest differences were found during landing and weight acceptance. The biomechanical differences between lab and field settings suggest the application of context-related adaptations in female footballers and have implications in ACL injury prevention strategies. Highlights Talented youth female football players showed kinematical differences between the lab condition and the on-field ones, thus adopting a context-related motor strategy. Lower sagittal plane range of motion, greater ankle eversion, and pelvic rotation were found on the field. Such differences pertain to the ACL injury mechanism and prevention strategies. Preventative training should support the adoption of non-linear motor learning to stimulate greater self-organization and adaptability. It is recommended to test football players in an ecological environment to improve subsequent primary ACL injury prevention programmes. © 2022 European College of Sport Science.",ACL; female football; field; IMU; kinematics; laboratory,Adolescent; Anterior Cruciate Ligament Injuries; Biomechanical Phenomena; Female; Football; Humans; Knee Joint; Lower Extremity; Soccer; adolescent; anterior cruciate ligament injury; biomechanics; female; football; human; knee; lower limb; soccer,"Physical Fitness, Sports Performance, and Injury Prevention Studies",Athletic Performance and Injury Prevention in Young Players,Effects of Training Protocols on Injury Prevention and Performance in Soccer and Futsal Players
Montón-Martínez R.; Ballester-Ferrer J.A.; Baladzhaeva S.; Sempere-Ruiz N.; Casanova-Lizón A.; Roldan A.; Pastor D.; Sarabia J.M.; Javaloyes A.; Peña-González I.; Moya-Ramón M.,"Montón-Martínez, Roberto (58958627200); Ballester-Ferrer, Juan Arturo (57218368842); Baladzhaeva, Sabina (57853388600); Sempere-Ruiz, Noemí (57820378100); Casanova-Lizón, Antonio (57222229893); Roldan, Alba (57196479535); Pastor, Diego (37031874200); Sarabia, José Manuel (55884732000); Javaloyes, Alejandro (57203956591); Peña-González, Iván (57202957044); Moya-Ramón, Manuel (58862983100)",58958627200; 57218368842; 57853388600; 57820378100; 57222229893; 57196479535; 37031874200; 55884732000; 57203956591; 57202957044; 58862983100,Exploring the Impact of Web-Based vs. In-Person Exercise Training on Benefits and Adherence in Substance Use Disorder Interventions: A Pilot Study,2024,Healthcare (Switzerland),https://www.scopus.com/inward/record.uri?eid=2-s2.0-85188830153&doi=10.3390%2fhealthcare12060684&partnerID=40&md5=478aeb12d23ab89d1de0727a8fac967a,"Background: Substance use disorders pose unique challenges, affecting individuals physiologically and socially. This study addresses the fundamental question of how adherence to exercise programs impacts those with substance use disorders, examining both in-person and online interventions. Methods: A 12-week analysis involving 26 participants assessed physical fitness, strength, and quality of life. Participants were categorized into in-person and online exercise groups, with their adherence tracked through attendance and a dedicated app. Results: The in-person group exhibited higher adherence rates and significant improvements, in contrast to the challenges encountered by the online groups, particularly in substance use disorder cohorts. Statistical analyses highlighted these differences, emphasizing the pivotal role of the exercise program delivery format. Conclusions: This research advocates for hybrid models, blending professional supervision with online flexibility, recognizing the distinct challenges of substance use disorders. Insights from this study will contribute to shaping more effective, personalized interventions in the complex landscape of substance use disorders, offering guidance for advancing treatment strategies. © 2024 by the authors.",adherence; mental health; physical condition; quality of life; substance use disorders,,"""Physical Activity and Health Outcomes in Aging Populations""",Physical Activity and Health in Older Adults,Impact of Physical Exercise on Mental Health Disorders
